ID1,ID2,r,r_cat
6002520,6002518,0.125,"[0.125,0.25)"
6002520,6002519,0.125,"[0.125,0.25)"
6002520,6002522,0.5,"[0.5,1)"
6002520,6002524,0.25,"[0.25,0.5)"
6002520,6002526,0.125,"[0.125,0.25)"
6002520,6003074,0.5,"[0.5,1)"
6002520,6003075,0.5,"[0.5,1)"
6002521,6002522,0.5,"[0.5,1)"
6002521,6002524,0.25,"[0.25,0.5)"
6002521,6002526,0.125,"[0.125,0.25)"
6002521,6003081,0.5,"[0.5,1)"
6002521,6003082,0.5,"[0.5,1)"
6002522,6002511,0.125,"[0.125,0.25)"
6002522,6002512,0.0625,"[0,0.125)"
6002522,6002513,0.25,"[0.25,0.5)"
6002522,6002515,0.125,"[0.125,0.25)"
6002522,6002516,0.125,"[0.125,0.25)"
6002522,6002518,0.0625,"[0,0.125)"
6002522,6002519,0.0625,"[0,0.125)"
6002522,6002520,0.5,"[0.5,1)"
6002522,6002521,0.5,"[0.5,1)"
6002522,6002524,0.5,"[0.5,1)"
6002522,6002526,0.25,"[0.25,0.5)"
6002522,6003074,0.25,"[0.25,0.5)"
6002522,6003075,0.25,"[0.25,0.5)"
6002522,6003081,0.25,"[0.25,0.5)"
6002522,6003082,0.25,"[0.25,0.5)"
6002523,6002467,0.5,"[0.5,1)"
6002523,6002468,0.5,"[0.5,1)"
6002523,6002470,0.25,"[0.25,0.5)"
6002523,6002471,0.25,"[0.25,0.5)"
6002523,6002472,0.25,"[0.25,0.5)"
6002523,6002524,0.5,"[0.5,1)"
6002523,6002526,0.25,"[0.25,0.5)"
6002523,6002531,0.5,"[0.5,1)"
6002523,6002532,0.25,"[0.25,0.5)"
6002523,6002533,0.25,"[0.25,0.5)"
6002523,6002555,0.5,"[0.5,1)"
6002523,6002557,0.25,"[0.25,0.5)"
6002523,6002558,0.25,"[0.25,0.5)"
6002523,6003048,0.5,"[0.5,1)"
6002523,6003049,0.25,"[0.25,0.5)"
6002523,6003050,0.25,"[0.25,0.5)"
6002524,6002467,0.25,"[0.25,0.5)"
6002524,6002468,0.25,"[0.25,0.5)"
6002524,6002470,0.125,"[0.125,0.25)"
6002524,6002471,0.125,"[0.125,0.25)"
6002524,6002472,0.125,"[0.125,0.25)"
6002524,6002511,0.0625,"[0,0.125)"
6002524,6002512,0.03125,"[0,0.125)"
6002524,6002513,0.125,"[0.125,0.25)"
6002524,6002515,0.0625,"[0,0.125)"
6002524,6002516,0.0625,"[0,0.125)"
6002524,6002518,0.03125,"[0,0.125)"
6002524,6002519,0.03125,"[0,0.125)"
6002524,6002520,0.25,"[0.25,0.5)"
6002524,6002521,0.25,"[0.25,0.5)"
6002524,6002522,0.5,"[0.5,1)"
6002524,6002523,0.5,"[0.5,1)"
6002524,6002526,0.5,"[0.5,1)"
6002524,6002531,0.25,"[0.25,0.5)"
6002524,6002532,0.125,"[0.125,0.25)"
6002524,6002533,0.125,"[0.125,0.25)"
6002524,6002555,0.25,"[0.25,0.5)"
6002524,6002557,0.125,"[0.125,0.25)"
6002524,6002558,0.125,"[0.125,0.25)"
6002524,6003048,0.25,"[0.25,0.5)"
6002524,6003049,0.125,"[0.125,0.25)"
6002524,6003050,0.125,"[0.125,0.25)"
6002524,6003074,0.125,"[0.125,0.25)"
6002524,6003075,0.125,"[0.125,0.25)"
6002524,6003081,0.125,"[0.125,0.25)"
6002524,6003082,0.125,"[0.125,0.25)"
6002525,6002526,0.5,"[0.5,1)"
6002525,6003083,0.5,"[0.5,1)"
6002525,6003084,0.5,"[0.5,1)"
6002526,6002467,0.125,"[0.125,0.25)"
6002526,6002468,0.125,"[0.125,0.25)"
6002526,6002470,0.0625,"[0,0.125)"
6002526,6002471,0.0625,"[0,0.125)"
6002526,6002472,0.0625,"[0,0.125)"
6002526,6002511,0.03125,"[0,0.125)"
6002526,6002512,0.015625,"[0,0.125)"
6002526,6002513,0.0625,"[0,0.125)"
6002526,6002515,0.03125,"[0,0.125)"
6002526,6002516,0.03125,"[0,0.125)"
6002526,6002518,0.015625,"[0,0.125)"
6002526,6002519,0.015625,"[0,0.125)"
6002526,6002520,0.125,"[0.125,0.25)"
6002526,6002521,0.125,"[0.125,0.25)"
6002526,6002522,0.25,"[0.25,0.5)"
6002526,6002523,0.25,"[0.25,0.5)"
6002526,6002524,0.5,"[0.5,1)"
6002526,6002525,0.5,"[0.5,1)"
6002526,6002531,0.125,"[0.125,0.25)"
6002526,6002532,0.0625,"[0,0.125)"
6002526,6002533,0.0625,"[0,0.125)"
6002526,6002555,0.125,"[0.125,0.25)"
6002526,6002557,0.0625,"[0,0.125)"
6002526,6002558,0.0625,"[0,0.125)"
6002526,6003048,0.125,"[0.125,0.25)"
6002526,6003049,0.0625,"[0,0.125)"
6002526,6003050,0.0625,"[0,0.125)"
6002526,6003074,0.0625,"[0,0.125)"
6002526,6003075,0.0625,"[0,0.125)"
6002526,6003081,0.0625,"[0,0.125)"
6002526,6003082,0.0625,"[0,0.125)"
6002526,6003083,0.25,"[0.25,0.5)"
6002526,6003084,0.25,"[0.25,0.5)"
6002527,6002529,0.5,"[0.5,1)"
6002527,6003085,0.5,"[0.5,1)"
6002527,6003086,0.5,"[0.5,1)"
6002528,6002529,0.5,"[0.5,1)"
6002528,6002534,0.25,"[0.25,0.5)"
6002528,6002536,0.125,"[0.125,0.25)"
6002528,6002538,0.0625,"[0,0.125)"
6002528,6002539,0.0625,"[0,0.125)"
6002528,6003087,0.5,"[0.5,1)"
6002528,6003088,0.5,"[0.5,1)"
6002529,6002527,0.5,"[0.5,1)"
6002529,6002528,0.5,"[0.5,1)"
6002529,6002534,0.125,"[0.125,0.25)"
6002529,6002536,0.0625,"[0,0.125)"
6002529,6002538,0.03125,"[0,0.125)"
6002529,6002539,0.03125,"[0,0.125)"
6002529,6003085,0.25,"[0.25,0.5)"
6002529,6003086,0.25,"[0.25,0.5)"
6002529,6003087,0.25,"[0.25,0.5)"
6002529,6003088,0.25,"[0.25,0.5)"
6002530,6002171,0.25,"[0.25,0.5)"
6002530,6002173,0.125,"[0.125,0.25)"
6002530,6002174,0.125,"[0.125,0.25)"
6002530,6002320,0.5,"[0.5,1)"
6002530,6002321,0.25,"[0.25,0.5)"
6002530,6002323,0.125,"[0.125,0.25)"
6002530,6002337,0.5,"[0.5,1)"
6002530,6002338,0.25,"[0.25,0.5)"
6002530,6002532,0.5,"[0.5,1)"
6002530,6002533,0.5,"[0.5,1)"
6002530,6002951,0.5,"[0.5,1)"
6002530,6002952,0.5,"[0.5,1)"
6002531,6002467,0.5,"[0.5,1)"
6002531,6002468,0.5,"[0.5,1)"
6002531,6002470,0.25,"[0.25,0.5)"
6002531,6002471,0.25,"[0.25,0.5)"
6002531,6002472,0.25,"[0.25,0.5)"
6002531,6002523,0.5,"[0.5,1)"
6002531,6002524,0.25,"[0.25,0.5)"
6002531,6002526,0.125,"[0.125,0.25)"
6002531,6002532,0.5,"[0.5,1)"
6002531,6002533,0.5,"[0.5,1)"
6002531,6002555,0.5,"[0.5,1)"
6002531,6002557,0.25,"[0.25,0.5)"
6002531,6002558,0.25,"[0.25,0.5)"
6002531,6003048,0.5,"[0.5,1)"
6002531,6003049,0.25,"[0.25,0.5)"
6002531,6003050,0.25,"[0.25,0.5)"
6002532,6002171,0.125,"[0.125,0.25)"
6002532,6002173,0.0625,"[0,0.125)"
6002532,6002174,0.0625,"[0,0.125)"
6002532,6002320,0.25,"[0.25,0.5)"
6002532,6002321,0.125,"[0.125,0.25)"
6002532,6002323,0.0625,"[0,0.125)"
6002532,6002337,0.25,"[0.25,0.5)"
6002532,6002338,0.125,"[0.125,0.25)"
6002532,6002467,0.25,"[0.25,0.5)"
6002532,6002468,0.25,"[0.25,0.5)"
6002532,6002470,0.125,"[0.125,0.25)"
6002532,6002471,0.125,"[0.125,0.25)"
6002532,6002472,0.125,"[0.125,0.25)"
6002532,6002523,0.25,"[0.25,0.5)"
6002532,6002524,0.125,"[0.125,0.25)"
6002532,6002526,0.0625,"[0,0.125)"
6002532,6002530,0.5,"[0.5,1)"
6002532,6002531,0.5,"[0.5,1)"
6002532,6002533,0.5,"[0.5,1)"
6002532,6002555,0.25,"[0.25,0.5)"
6002532,6002557,0.125,"[0.125,0.25)"
6002532,6002558,0.125,"[0.125,0.25)"
6002532,6002951,0.25,"[0.25,0.5)"
6002532,6002952,0.25,"[0.25,0.5)"
6002532,6003048,0.25,"[0.25,0.5)"
6002532,6003049,0.125,"[0.125,0.25)"
6002532,6003050,0.125,"[0.125,0.25)"
6002533,6002171,0.125,"[0.125,0.25)"
6002533,6002173,0.0625,"[0,0.125)"
6002533,6002174,0.0625,"[0,0.125)"
6002533,6002320,0.25,"[0.25,0.5)"
6002533,6002321,0.125,"[0.125,0.25)"
6002533,6002323,0.0625,"[0,0.125)"
6002533,6002337,0.25,"[0.25,0.5)"
6002533,6002338,0.125,"[0.125,0.25)"
6002533,6002467,0.25,"[0.25,0.5)"
6002533,6002468,0.25,"[0.25,0.5)"
6002533,6002470,0.125,"[0.125,0.25)"
6002533,6002471,0.125,"[0.125,0.25)"
6002533,6002472,0.125,"[0.125,0.25)"
6002533,6002523,0.25,"[0.25,0.5)"
6002533,6002524,0.125,"[0.125,0.25)"
6002533,6002526,0.0625,"[0,0.125)"
6002533,6002530,0.5,"[0.5,1)"
6002533,6002531,0.5,"[0.5,1)"
6002533,6002532,0.5,"[0.5,1)"
6002533,6002555,0.25,"[0.25,0.5)"
6002533,6002557,0.125,"[0.125,0.25)"
6002533,6002558,0.125,"[0.125,0.25)"
6002533,6002951,0.25,"[0.25,0.5)"
6002533,6002952,0.25,"[0.25,0.5)"
6002533,6003048,0.25,"[0.25,0.5)"
6002533,6003049,0.125,"[0.125,0.25)"
6002533,6003050,0.125,"[0.125,0.25)"
6002534,6002528,0.25,"[0.25,0.5)"
6002534,6002529,0.125,"[0.125,0.25)"
6002534,6002536,0.5,"[0.5,1)"
6002534,6002538,0.25,"[0.25,0.5)"
6002534,6002539,0.25,"[0.25,0.5)"
6002534,6003088,0.5,"[0.5,1)"
6002534,6003089,0.5,"[0.5,1)"
6002535,6002536,0.5,"[0.5,1)"
6002535,6002538,0.25,"[0.25,0.5)"
6002535,6002539,0.25,"[0.25,0.5)"
6002535,6003091,0.5,"[0.5,1)"
6002535,6003092,0.5,"[0.5,1)"
6002536,6002528,0.125,"[0.125,0.25)"
6002536,6002529,0.0625,"[0,0.125)"
6002536,6002534,0.5,"[0.5,1)"
6002536,6002535,0.5,"[0.5,1)"
6002536,6002538,0.5,"[0.5,1)"
6002536,6002539,0.5,"[0.5,1)"
6002536,6003088,0.25,"[0.25,0.5)"
6002536,6003089,0.25,"[0.25,0.5)"
6002536,6003091,0.25,"[0.25,0.5)"
6002536,6003092,0.25,"[0.25,0.5)"
6002537,6002538,0.5,"[0.5,1)"
6002537,6002539,0.5,"[0.5,1)"
6002537,6003093,0.5,"[0.5,1)"
6002537,6003094,0.5,"[0.5,1)"
6002538,6002528,0.0625,"[0,0.125)"
6002538,6002529,0.03125,"[0,0.125)"
6002538,6002534,0.25,"[0.25,0.5)"
6002538,6002535,0.25,"[0.25,0.5)"
6002538,6002536,0.5,"[0.5,1)"
6002538,6002537,0.5,"[0.5,1)"
6002538,6002539,0.5,"[0.5,1)"
6002538,6003088,0.125,"[0.125,0.25)"
6002538,6003089,0.125,"[0.125,0.25)"
6002538,6003091,0.125,"[0.125,0.25)"
6002538,6003092,0.125,"[0.125,0.25)"
6002538,6003093,0.25,"[0.25,0.5)"
6002538,6003094,0.25,"[0.25,0.5)"
6002539,6002528,0.0625,"[0,0.125)"
6002539,6002529,0.03125,"[0,0.125)"
6002539,6002534,0.25,"[0.25,0.5)"
6002539,6002535,0.25,"[0.25,0.5)"
6002539,6002536,0.5,"[0.5,1)"
6002539,6002537,0.5,"[0.5,1)"
6002539,6002538,0.5,"[0.5,1)"
6002539,6003088,0.125,"[0.125,0.25)"
6002539,6003089,0.125,"[0.125,0.25)"
6002539,6003091,0.125,"[0.125,0.25)"
6002539,6003092,0.125,"[0.125,0.25)"
6002539,6003093,0.25,"[0.25,0.5)"
6002539,6003094,0.25,"[0.25,0.5)"
6002540,6002193,0.5,"[0.5,1)"
6002540,6002194,0.5,"[0.5,1)"
6002540,6002196,0.5,"[0.5,1)"
6002540,6002197,0.25,"[0.25,0.5)"
6002540,6002198,0.25,"[0.25,0.5)"
6002540,6002199,0.25,"[0.25,0.5)"
6002540,6002200,0.25,"[0.25,0.5)"
6002540,6002542,0.5,"[0.5,1)"
6002540,6002544,0.25,"[0.25,0.5)"
6002540,6002545,0.25,"[0.25,0.5)"
6002540,6002852,0.5,"[0.5,1)"
6002540,6002853,0.25,"[0.25,0.5)"
6002540,6002854,0.25,"[0.25,0.5)"
6002541,6002542,0.5,"[0.5,1)"
6002541,6002544,0.25,"[0.25,0.5)"
6002541,6002545,0.25,"[0.25,0.5)"
6002541,6003095,0.5,"[0.5,1)"
6002541,6003096,0.5,"[0.5,1)"
6002542,6002193,0.25,"[0.25,0.5)"
6002542,6002194,0.25,"[0.25,0.5)"
6002542,6002196,0.25,"[0.25,0.5)"
6002542,6002197,0.125,"[0.125,0.25)"
6002542,6002198,0.125,"[0.125,0.25)"
6002542,6002199,0.125,"[0.125,0.25)"
6002542,6002200,0.125,"[0.125,0.25)"
6002542,6002540,0.5,"[0.5,1)"
6002542,6002541,0.5,"[0.5,1)"
6002542,6002544,0.5,"[0.5,1)"
6002542,6002545,0.5,"[0.5,1)"
6002542,6002852,0.25,"[0.25,0.5)"
6002542,6002853,0.125,"[0.125,0.25)"
6002542,6002854,0.125,"[0.125,0.25)"
6002542,6003095,0.25,"[0.25,0.5)"
6002542,6003096,0.25,"[0.25,0.5)"
6002543,6002544,0.5,"[0.5,1)"
6002543,6002545,0.5,"[0.5,1)"
6002543,6003097,0.5,"[0.5,1)"
6002543,6003098,0.5,"[0.5,1)"
6002544,6002193,0.125,"[0.125,0.25)"
6002544,6002194,0.125,"[0.125,0.25)"
6002544,6002196,0.125,"[0.125,0.25)"
6002544,6002197,0.0625,"[0,0.125)"
6002544,6002198,0.0625,"[0,0.125)"
6002544,6002199,0.0625,"[0,0.125)"
6002544,6002200,0.0625,"[0,0.125)"
6002544,6002540,0.25,"[0.25,0.5)"
6002544,6002541,0.25,"[0.25,0.5)"
6002544,6002542,0.5,"[0.5,1)"
6002544,6002543,0.5,"[0.5,1)"
6002544,6002545,0.5,"[0.5,1)"
6002544,6002852,0.125,"[0.125,0.25)"
6002544,6002853,0.0625,"[0,0.125)"
6002544,6002854,0.0625,"[0,0.125)"
6002544,6003095,0.125,"[0.125,0.25)"
6002544,6003096,0.125,"[0.125,0.25)"
6002544,6003097,0.25,"[0.25,0.5)"
6002544,6003098,0.25,"[0.25,0.5)"
6002545,6002193,0.125,"[0.125,0.25)"
6002545,6002194,0.125,"[0.125,0.25)"
6002545,6002196,0.125,"[0.125,0.25)"
6002545,6002197,0.0625,"[0,0.125)"
6002545,6002198,0.0625,"[0,0.125)"
6002545,6002199,0.0625,"[0,0.125)"
6002545,6002200,0.0625,"[0,0.125)"
6002545,6002540,0.25,"[0.25,0.5)"
6002545,6002541,0.25,"[0.25,0.5)"
6002545,6002542,0.5,"[0.5,1)"
6002545,6002543,0.5,"[0.5,1)"
6002545,6002544,0.5,"[0.5,1)"
6002545,6002852,0.125,"[0.125,0.25)"
6002545,6002853,0.0625,"[0,0.125)"
6002545,6002854,0.0625,"[0,0.125)"
6002545,6003095,0.125,"[0.125,0.25)"
6002545,6003096,0.125,"[0.125,0.25)"
6002545,6003097,0.25,"[0.25,0.5)"
6002545,6003098,0.25,"[0.25,0.5)"
6002546,6002315,0.5,"[0.5,1)"
6002546,6002316,0.5,"[0.5,1)"
6002546,6002318,0.25,"[0.25,0.5)"
6002546,6002319,0.25,"[0.25,0.5)"
6002546,6002332,0.25,"[0.25,0.5)"
6002546,6002333,0.125,"[0.125,0.25)"
6002546,6002334,0.125,"[0.125,0.25)"
6002546,6002335,0.125,"[0.125,0.25)"
6002546,6002336,0.25,"[0.25,0.5)"
6002546,6002338,0.125,"[0.125,0.25)"
6002546,6002364,0.5,"[0.5,1)"
6002546,6002366,0.25,"[0.25,0.5)"
6002546,6002367,0.25,"[0.25,0.5)"
6002546,6002368,0.25,"[0.25,0.5)"
6002546,6002509,0.0625,"[0,0.125)"
6002546,6002510,0.125,"[0.125,0.25)"
6002546,6002512,0.03125,"[0,0.125)"
6002546,6002547,0.5,"[0.5,1)"
6002546,6002549,0.25,"[0.25,0.5)"
6002546,6002946,0.25,"[0.25,0.5)"
6002546,6002947,0.25,"[0.25,0.5)"
6002546,6002948,0.5,"[0.5,1)"
6002547,6002315,0.25,"[0.25,0.5)"
6002547,6002316,0.25,"[0.25,0.5)"
6002547,6002318,0.125,"[0.125,0.25)"
6002547,6002319,0.125,"[0.125,0.25)"
6002547,6002332,0.125,"[0.125,0.25)"
6002547,6002333,0.0625,"[0,0.125)"
6002547,6002334,0.0625,"[0,0.125)"
6002547,6002335,0.0625,"[0,0.125)"
6002547,6002336,0.125,"[0.125,0.25)"
6002547,6002338,0.0625,"[0,0.125)"
6002547,6002364,0.25,"[0.25,0.5)"
6002547,6002366,0.125,"[0.125,0.25)"
6002547,6002367,0.125,"[0.125,0.25)"
6002547,6002368,0.125,"[0.125,0.25)"
6002547,6002509,0.03125,"[0,0.125)"
6002547,6002510,0.0625,"[0,0.125)"
6002547,6002512,0.015625,"[0,0.125)"
6002547,6002546,0.5,"[0.5,1)"
6002547,6002549,0.5,"[0.5,1)"
6002547,6002946,0.125,"[0.125,0.25)"
6002547,6002947,0.125,"[0.125,0.25)"
6002547,6002948,0.25,"[0.25,0.5)"
6002547,6003101,0.5,"[0.5,1)"
6002548,6002549,0.5,"[0.5,1)"
6002548,6003099,0.5,"[0.5,1)"
6002548,6003100,0.5,"[0.5,1)"
6002549,6002315,0.125,"[0.125,0.25)"
6002549,6002316,0.125,"[0.125,0.25)"
6002549,6002318,0.0625,"[0,0.125)"
6002549,6002319,0.0625,"[0,0.125)"
6002549,6002332,0.0625,"[0,0.125)"
6002549,6002333,0.03125,"[0,0.125)"
6002549,6002334,0.03125,"[0,0.125)"
6002549,6002335,0.03125,"[0,0.125)"
6002549,6002336,0.0625,"[0,0.125)"
6002549,6002338,0.03125,"[0,0.125)"
6002549,6002364,0.125,"[0.125,0.25)"
6002549,6002366,0.0625,"[0,0.125)"
6002549,6002367,0.0625,"[0,0.125)"
6002549,6002368,0.0625,"[0,0.125)"
6002549,6002509,0.015625,"[0,0.125)"
6002549,6002510,0.03125,"[0,0.125)"
6002549,6002512,0.0078125,"[0,0.125)"
6002549,6002546,0.25,"[0.25,0.5)"
6002549,6002547,0.5,"[0.5,1)"
6002549,6002548,0.5,"[0.5,1)"
6002549,6002946,0.0625,"[0,0.125)"
6002549,6002947,0.0625,"[0,0.125)"
6002549,6002948,0.125,"[0.125,0.25)"
6002549,6003099,0.25,"[0.25,0.5)"
6002549,6003100,0.25,"[0.25,0.5)"
6002549,6003101,0.25,"[0.25,0.5)"
6002550,6002001,0.125,"[0.125,0.25)"
6002550,6002003,0.0625,"[0,0.125)"
6002550,6002004,0.0625,"[0,0.125)"
6002550,6002266,0.5,"[0.5,1)"
6002550,6002267,0.5,"[0.5,1)"
6002550,6002268,0.5,"[0.5,1)"
6002550,6002270,0.25,"[0.25,0.5)"
6002550,6002271,0.25,"[0.25,0.5)"
6002550,6002388,0.25,"[0.25,0.5)"
6002550,6002389,0.125,"[0.125,0.25)"
6002550,6002390,0.0625,"[0,0.125)"
6002550,6002391,0.0625,"[0,0.125)"
6002550,6002473,0.25,"[0.25,0.5)"
6002550,6002475,0.125,"[0.125,0.25)"
6002550,6002477,0.0625,"[0,0.125)"
6002550,6002478,0.0625,"[0,0.125)"
6002550,6002552,0.5,"[0.5,1)"
6002550,6002553,0.5,"[0.5,1)"
6002550,6002554,0.5,"[0.5,1)"
6002550,6002700,0.25,"[0.25,0.5)"
6002550,6002701,0.25,"[0.25,0.5)"
6002550,6002914,0.25,"[0.25,0.5)"
6002550,6002915,0.25,"[0.25,0.5)"
6002551,6002552,0.5,"[0.5,1)"
6002551,6002553,0.5,"[0.5,1)"
6002551,6002554,0.5,"[0.5,1)"
6002551,6003102,0.5,"[0.5,1)"
6002551,6003103,0.5,"[0.5,1)"
6002552,6002001,0.0625,"[0,0.125)"
6002552,6002003,0.03125,"[0,0.125)"
6002552,6002004,0.03125,"[0,0.125)"
6002552,6002266,0.25,"[0.25,0.5)"
6002552,6002267,0.25,"[0.25,0.5)"
6002552,6002268,0.25,"[0.25,0.5)"
6002552,6002270,0.125,"[0.125,0.25)"
6002552,6002271,0.125,"[0.125,0.25)"
6002552,6002388,0.125,"[0.125,0.25)"
6002552,6002389,0.0625,"[0,0.125)"
6002552,6002390,0.03125,"[0,0.125)"
6002552,6002391,0.03125,"[0,0.125)"
6002552,6002473,0.125,"[0.125,0.25)"
6002552,6002475,0.0625,"[0,0.125)"
6002552,6002477,0.03125,"[0,0.125)"
6002552,6002478,0.03125,"[0,0.125)"
6002552,6002550,0.5,"[0.5,1)"
6002552,6002551,0.5,"[0.5,1)"
6002552,6002553,0.5,"[0.5,1)"
6002552,6002554,0.5,"[0.5,1)"
6002552,6002700,0.125,"[0.125,0.25)"
6002552,6002701,0.125,"[0.125,0.25)"
6002552,6002914,0.125,"[0.125,0.25)"
6002552,6002915,0.125,"[0.125,0.25)"
6002552,6003102,0.25,"[0.25,0.5)"
6002552,6003103,0.25,"[0.25,0.5)"
6002553,6002001,0.0625,"[0,0.125)"
6002553,6002003,0.03125,"[0,0.125)"
6002553,6002004,0.03125,"[0,0.125)"
6002553,6002266,0.25,"[0.25,0.5)"
6002553,6002267,0.25,"[0.25,0.5)"
6002553,6002268,0.25,"[0.25,0.5)"
6002553,6002270,0.125,"[0.125,0.25)"
6002553,6002271,0.125,"[0.125,0.25)"
6002553,6002388,0.125,"[0.125,0.25)"
6002553,6002389,0.0625,"[0,0.125)"
6002553,6002390,0.03125,"[0,0.125)"
6002553,6002391,0.03125,"[0,0.125)"
6002553,6002473,0.125,"[0.125,0.25)"
6002553,6002475,0.0625,"[0,0.125)"
6002553,6002477,0.03125,"[0,0.125)"
6002553,6002478,0.03125,"[0,0.125)"
6002553,6002550,0.5,"[0.5,1)"
6002553,6002551,0.5,"[0.5,1)"
6002553,6002552,0.5,"[0.5,1)"
6002553,6002554,0.5,"[0.5,1)"
6002553,6002700,0.125,"[0.125,0.25)"
6002553,6002701,0.125,"[0.125,0.25)"
6002553,6002914,0.125,"[0.125,0.25)"
6002553,6002915,0.125,"[0.125,0.25)"
6002553,6003102,0.25,"[0.25,0.5)"
6002553,6003103,0.25,"[0.25,0.5)"
6002554,6002001,0.0625,"[0,0.125)"
6002554,6002003,0.03125,"[0,0.125)"
6002554,6002004,0.03125,"[0,0.125)"
6002554,6002266,0.25,"[0.25,0.5)"
6002554,6002267,0.25,"[0.25,0.5)"
6002554,6002268,0.25,"[0.25,0.5)"
6002554,6002270,0.125,"[0.125,0.25)"
6002554,6002271,0.125,"[0.125,0.25)"
6002554,6002388,0.125,"[0.125,0.25)"
6002554,6002389,0.0625,"[0,0.125)"
6002554,6002390,0.03125,"[0,0.125)"
6002554,6002391,0.03125,"[0,0.125)"
6002554,6002473,0.125,"[0.125,0.25)"
6002554,6002475,0.0625,"[0,0.125)"
6002554,6002477,0.03125,"[0,0.125)"
6002554,6002478,0.03125,"[0,0.125)"
6002554,6002550,0.5,"[0.5,1)"
6002554,6002551,0.5,"[0.5,1)"
6002554,6002552,0.5,"[0.5,1)"
6002554,6002553,0.5,"[0.5,1)"
6002554,6002700,0.125,"[0.125,0.25)"
6002554,6002701,0.125,"[0.125,0.25)"
6002554,6002914,0.125,"[0.125,0.25)"
6002554,6002915,0.125,"[0.125,0.25)"
6002554,6003102,0.25,"[0.25,0.5)"
6002554,6003103,0.25,"[0.25,0.5)"
6002555,6002467,0.5,"[0.5,1)"
6002555,6002468,0.5,"[0.5,1)"
6002555,6002470,0.25,"[0.25,0.5)"
6002555,6002471,0.25,"[0.25,0.5)"
6002555,6002472,0.25,"[0.25,0.5)"
6002555,6002523,0.5,"[0.5,1)"
6002555,6002524,0.25,"[0.25,0.5)"
6002555,6002526,0.125,"[0.125,0.25)"
6002555,6002531,0.5,"[0.5,1)"
6002555,6002532,0.25,"[0.25,0.5)"
6002555,6002533,0.25,"[0.25,0.5)"
6002555,6002557,0.5,"[0.5,1)"
6002555,6002558,0.5,"[0.5,1)"
6002555,6003048,0.5,"[0.5,1)"
6002555,6003049,0.25,"[0.25,0.5)"
6002555,6003050,0.25,"[0.25,0.5)"
6002556,6002157,0.25,"[0.25,0.5)"
6002556,6002159,0.125,"[0.125,0.25)"
6002556,6002160,0.125,"[0.125,0.25)"
6002556,6002557,0.5,"[0.5,1)"
6002556,6002558,0.5,"[0.5,1)"
6002556,6003105,0.5,"[0.5,1)"
6002556,6003106,0.5,"[0.5,1)"
6002557,6002157,0.125,"[0.125,0.25)"
6002557,6002159,0.0625,"[0,0.125)"
6002557,6002160,0.0625,"[0,0.125)"
6002557,6002467,0.25,"[0.25,0.5)"
6002557,6002468,0.25,"[0.25,0.5)"
6002557,6002470,0.125,"[0.125,0.25)"
6002557,6002471,0.125,"[0.125,0.25)"
6002557,6002472,0.125,"[0.125,0.25)"
6002557,6002523,0.25,"[0.25,0.5)"
6002557,6002524,0.125,"[0.125,0.25)"
6002557,6002526,0.0625,"[0,0.125)"
6002557,6002531,0.25,"[0.25,0.5)"
6002557,6002532,0.125,"[0.125,0.25)"
6002557,6002533,0.125,"[0.125,0.25)"
6002557,6002555,0.5,"[0.5,1)"
6002557,6002556,0.5,"[0.5,1)"
6002557,6002558,0.5,"[0.5,1)"
6002557,6003048,0.25,"[0.25,0.5)"
6002557,6003049,0.125,"[0.125,0.25)"
6002557,6003050,0.125,"[0.125,0.25)"
6002557,6003105,0.25,"[0.25,0.5)"
6002557,6003106,0.25,"[0.25,0.5)"
6002558,6002157,0.125,"[0.125,0.25)"
6002558,6002159,0.0625,"[0,0.125)"
6002558,6002160,0.0625,"[0,0.125)"
6002558,6002467,0.25,"[0.25,0.5)"
6002558,6002468,0.25,"[0.25,0.5)"
6002558,6002470,0.125,"[0.125,0.25)"
6002558,6002471,0.125,"[0.125,0.25)"
6002558,6002472,0.125,"[0.125,0.25)"
6002558,6002523,0.25,"[0.25,0.5)"
6002558,6002524,0.125,"[0.125,0.25)"
6002558,6002526,0.0625,"[0,0.125)"
6002558,6002531,0.25,"[0.25,0.5)"
6002558,6002532,0.125,"[0.125,0.25)"
6002558,6002533,0.125,"[0.125,0.25)"
6002558,6002555,0.5,"[0.5,1)"
6002558,6002556,0.5,"[0.5,1)"
6002558,6002557,0.5,"[0.5,1)"
6002558,6003048,0.25,"[0.25,0.5)"
6002558,6003049,0.125,"[0.125,0.25)"
6002558,6003050,0.125,"[0.125,0.25)"
6002558,6003105,0.25,"[0.25,0.5)"
6002558,6003106,0.25,"[0.25,0.5)"
6002700,6002001,0.25,"[0.25,0.5)"
6002700,6002003,0.125,"[0.125,0.25)"
6002700,6002004,0.125,"[0.125,0.25)"
6002700,6002266,0.5,"[0.5,1)"
6002700,6002268,0.25,"[0.25,0.5)"
6002700,6002270,0.125,"[0.125,0.25)"
6002700,6002271,0.125,"[0.125,0.25)"
6002700,6002388,0.5,"[0.5,1)"
6002700,6002389,0.25,"[0.25,0.5)"
6002700,6002390,0.125,"[0.125,0.25)"
6002700,6002391,0.125,"[0.125,0.25)"
6002700,6002473,0.5,"[0.5,1)"
6002700,6002475,0.25,"[0.25,0.5)"
6002700,6002477,0.125,"[0.125,0.25)"
